Precision,Recall,F1 Score,Number of examples,Margin,Clauses,Specificity,Accumulation,Number of Examples norm,Margin norm,Clauses norm,Specificity norm,Accumulation norm
0.81,0.48,0.61,1000,350,15,5,50,1,0.666666667,0,0,1
0.82,0.47,0.60,1000,500,93,5,50,1,1,0.331914894,0,1
0.82,0.47,0.60,400,50,15,5,50,0.333333333,0,0,0,1
0.82,0.47,0.60,400,200,15,5,50,0.333333333,0.333333333,0,0,1
0.83,0.46,0.59,400,50,15,5,35,0.333333333,0,0,0,0.666666667
0.83,0.46,0.59,700,350,15,5,50,0.666666667,0.666666667,0,0,1
0.84,0.45,0.59,700,50,15,5,50,0.666666667,0,0,0,1
0.81,0.46,0.58,400,500,93,5,50,0.333333333,1,0.331914894,0,1
0.83,0.45,0.58,700,500,93,5,50,0.666666667,1,0.331914894,0,1
0.78,0.46,0.58,1000,200,15,5,20,1,0.333333333,0,0,0.333333333
0.80,0.45,0.57,700,350,93,5,50,0.666666667,0.666666667,0.331914894,0,1
0.82,0.44,0.57,1000,50,15,5,35,1,0,0,0,0.666666667
0.81,0.44,0.57,1000,350,93,5,35,1,0.666666667,0.331914894,0,0.666666667
0.81,0.44,0.57,1000,500,171,5,50,1,1,0.663829787,0,1
0.81,0.44,0.57,400,350,93,5,50,0.333333333,0.666666667,0.331914894,0,1
0.81,0.44,0.57,400,200,15,5,35,0.333333333,0.333333333,0,0,0.666666667
0.84,0.43,0.57,1000,200,15,5,50,1,0.333333333,0,0,1
0.80,0.44,0.57,1000,200,93,5,50,1,0.333333333,0.331914894,0,1
0.82,0.43,0.57,1000,500,93,5,35,1,1,0.331914894,0,0.666666667
0.84,0.42,0.57,1000,200,15,5,35,1,0.333333333,0,0,0.666666667
0.81,0.43,0.56,700,500,249,5,50,0.666666667,1,0.995744681,0,1
0.80,0.44,0.56,400,350,171,5,35,0.333333333,0.666666667,0.663829787,0,0.666666667
0.81,0.43,0.56,700,500,93,5,35,0.666666667,1,0.331914894,0,0.666666667
0.82,0.43,0.56,700,200,93,5,50,0.666666667,0.333333333,0.331914894,0,1
0.79,0.44,0.56,700,350,171,5,50,0.666666667,0.666666667,0.663829787,0,1
0.82,0.43,0.56,1000,350,93,5,50,1,0.666666667,0.331914894,0,1
0.78,0.44,0.56,1000,50,15,5,50,1,0,0,0,1
0.87,0.41,0.56,1000,500,15,5,50,1,1,0,0,1
0.84,0.42,0.56,700,500,15,5,35,0.666666667,1,0,0,0.666666667
0.81,0.43,0.56,400,200,93,5,50,0.333333333,0.333333333,0.331914894,0,1
0.79,0.43,0.56,1000,350,171,5,50,1,0.666666667,0.663829787,0,1
0.79,0.43,0.56,700,500,171,5,50,0.666666667,1,0.663829787,0,1
0.81,0.43,0.56,700,200,15,5,35,0.666666667,0.333333333,0,0,0.666666667
0.80,0.43,0.56,400,500,171,5,50,0.333333333,1,0.663829787,0,1
0.79,0.43,0.56,1000,500,171,5,35,1,1,0.663829787,0,0.666666667
0.78,0.43,0.55,400,500,249,5,50,0.333333333,1,0.995744681,0,1
0.77,0.43,0.55,1000,350,249,5,50,1,0.666666667,0.995744681,0,1
0.82,0.42,0.55,700,200,15,5,50,0.666666667,0.333333333,0,0,1
0.82,0.42,0.55,700,350,93,5,35,0.666666667,0.666666667,0.331914894,0,0.666666667
0.78,0.43,0.55,700,500,171,5,35,0.666666667,1,0.663829787,0,0.666666667
0.84,0.41,0.55,700,50,15,5,35,0.666666667,0,0,0,0.666666667
0.79,0.42,0.55,400,500,171,5,35,0.333333333,1,0.663829787,0,0.666666667
0.79,0.42,0.55,700,200,171,5,50,0.666666667,0.333333333,0.663829787,0,1
0.79,0.42,0.55,1000,50,93,5,50,1,0,0.331914894,0,1
0.81,0.41,0.55,1000,200,93,5,35,1,0.333333333,0.331914894,0,0.666666667
0.78,0.42,0.55,1000,500,249,5,50,1,1,0.995744681,0,1
0.79,0.42,0.55,400,200,93,5,35,0.333333333,0.333333333,0.331914894,0,0.666666667
0.84,0.40,0.54,700,350,15,5,35,0.666666667,0.666666667,0,0,0.666666667
0.78,0.42,0.54,1000,500,249,5,35,1,1,0.995744681,0,0.666666667
0.81,0.41,0.54,100,500,249,5,50,0,1,0.995744681,0,1
0.78,0.41,0.54,400,350,171,5,50,0.333333333,0.666666667,0.663829787,0,1
0.84,0.40,0.54,700,500,15,5,50,0.666666667,1,0,0,1
0.79,0.41,0.54,400,350,249,5,50,0.333333333,0.666666667,0.995744681,0,1
0.81,0.40,0.54,400,500,93,5,35,0.333333333,1,0.331914894,0,0.666666667
0.79,0.41,0.54,700,350,171,5,35,0.666666667,0.666666667,0.663829787,0,0.666666667
0.78,0.41,0.54,700,500,249,5,35,0.666666667,1,0.995744681,0,0.666666667
0.86,0.39,0.54,400,350,15,5,50,0.333333333,0.666666667,0,0,1
0.79,0.41,0.54,1000,200,171,5,50,1,0.333333333,0.663829787,0,1
0.78,0.41,0.54,1000,350,249,5,35,1,0.666666667,0.995744681,0,0.666666667
0.78,0.41,0.54,700,350,249,5,50,0.666666667,0.666666667,0.995744681,0,1
0.78,0.41,0.54,700,350,249,5,35,0.666666667,0.666666667,0.995744681,0,0.666666667
0.78,0.41,0.54,400,200,171,5,35,0.333333333,0.333333333,0.663829787,0,0.666666667
0.79,0.41,0.54,1000,500,93,5,20,1,1,0.331914894,0,0.333333333
0.78,0.41,0.54,400,50,93,5,50,0.333333333,0,0.331914894,0,1
0.78,0.41,0.54,100,500,171,5,50,0,1,0.663829787,0,1
0.85,0.39,0.53,400,350,15,5,35,0.333333333,0.666666667,0,0,0.666666667
0.79,0.40,0.53,1000,350,171,5,35,1,0.666666667,0.663829787,0,0.666666667
0.78,0.41,0.53,400,200,171,5,50,0.333333333,0.333333333,0.663829787,0,1
0.83,0.39,0.53,100,500,93,5,50,0,1,0.331914894,0,1
0.76,0.41,0.53,1000,200,171,5,35,1,0.333333333,0.663829787,0,0.666666667
0.77,0.41,0.53,700,50,93,5,50,0.666666667,0,0.331914894,0,1
0.84,0.39,0.53,700,50,15,10,50,0.666666667,0,0,0.333333333,1
0.85,0.38,0.53,1000,350,15,5,35,1,0.666666667,0,0,0.666666667
0.80,0.39,0.53,700,200,93,5,35,0.666666667,0.333333333,0.331914894,0,0.666666667
0.79,0.40,0.53,700,500,93,5,20,0.666666667,1,0.331914894,0,0.333333333
0.82,0.39,0.53,400,350,93,5,35,0.333333333,0.666666667,0.331914894,0,0.666666667
0.84,0.38,0.53,1000,50,15,10,50,1,0,0,0.333333333,1
0.78,0.40,0.53,700,200,249,5,50,0.666666667,0.333333333,0.995744681,0,1
0.77,0.40,0.53,700,200,171,5,35,0.666666667,0.333333333,0.663829787,0,0.666666667
0.76,0.40,0.53,1000,500,171,5,20,1,1,0.663829787,0,0.333333333
0.78,0.40,0.53,400,500,249,5,35,0.333333333,1,0.995744681,0,0.666666667
0.82,0.39,0.53,400,500,15,5,50,0.333333333,1,0,0,1
0.77,0.40,0.52,400,200,249,5,50,0.333333333,0.333333333,0.995744681,0,1
0.82,0.39,0.52,400,50,15,10,50,0.333333333,0,0,0.333333333,1
0.78,0.39,0.52,100,350,171,5,50,0,0.666666667,0.663829787,0,1
0.77,0.39,0.52,1000,200,249,5,50,1,0.333333333,0.995744681,0,1
0.80,0.39,0.52,100,350,93,5,50,0,0.666666667,0.331914894,0,1
0.78,0.39,0.52,400,500,171,5,20,0.333333333,1,0.663829787,0,0.333333333
0.76,0.40,0.52,1000,500,249,5,20,1,1,0.995744681,0,0.333333333
0.76,0.40,0.52,1000,350,171,5,20,1,0.666666667,0.663829787,0,0.333333333
0.77,0.39,0.52,100,200,93,5,50,0,0.333333333,0.331914894,0,1
0.79,0.39,0.52,400,500,93,5,20,0.333333333,1,0.331914894,0,0.333333333
0.79,0.39,0.52,400,350,249,5,35,0.333333333,0.666666667,0.995744681,0,0.666666667
0.78,0.39,0.52,700,50,15,5,20,0.666666667,0,0,0,0.333333333
0.77,0.39,0.51,100,200,171,5,50,0,0.333333333,0.663829787,0,1
0.78,0.38,0.51,1000,350,93,5,20,1,0.666666667,0.331914894,0,0.333333333
0.77,0.39,0.51,700,350,171,5,20,0.666666667,0.666666667,0.663829787,0,0.333333333
0.78,0.38,0.51,100,350,249,5,50,0,0.666666667,0.995744681,0,1
0.76,0.39,0.51,400,200,249,5,35,0.333333333,0.333333333,0.995744681,0,0.666666667
0.78,0.38,0.51,1000,200,93,5,20,1,0.333333333,0.331914894,0,0.333333333
0.82,0.37,0.51,400,50,15,10,35,0.333333333,0,0,0.333333333,0.666666667
0.78,0.38,0.51,100,200,171,5,35,0,0.333333333,0.663829787,0,0.666666667
0.87,0.36,0.51,700,200,15,10,50,0.666666667,0.333333333,0,0.333333333,1
0.82,0.37,0.51,700,500,15,5,20,0.666666667,1,0,0,0.333333333
0.75,0.38,0.51,700,200,171,5,20,0.666666667,0.333333333,0.663829787,0,0.333333333
0.77,0.38,0.51,400,500,249,5,20,0.333333333,1,0.995744681,0,0.333333333
0.79,0.37,0.51,700,200,93,5,20,0.666666667,0.333333333,0.331914894,0,0.333333333
0.76,0.38,0.51,700,500,249,5,20,0.666666667,1,0.995744681,0,0.333333333
0.78,0.37,0.51,100,350,171,5,35,0,0.666666667,0.663829787,0,0.666666667
0.86,0.36,0.51,700,200,93,10,50,0.666666667,0.333333333,0.331914894,0.333333333,1
0.77,0.38,0.51,700,500,171,5,20,0.666666667,1,0.663829787,0,0.333333333
0.78,0.37,0.51,400,200,93,5,20,0.333333333,0.333333333,0.331914894,0,0.333333333
0.76,0.38,0.50,700,200,249,5,35,0.666666667,0.333333333,0.995744681,0,0.666666667
0.79,0.37,0.50,1000,50,93,5,35,1,0,0.331914894,0,0.666666667
0.77,0.37,0.50,100,50,15,5,50,0,0,0,0,1
0.80,0.37,0.50,100,500,171,5,35,0,1,0.663829787,0,0.666666667
0.79,0.37,0.50,400,350,171,5,20,0.333333333,0.666666667,0.663829787,0,0.333333333
0.87,0.35,0.50,700,500,93,10,50,0.666666667,1,0.331914894,0.333333333,1
0.79,0.37,0.50,100,200,93,5,35,0,0.333333333,0.331914894,0,0.666666667
0.88,0.35,0.50,1000,500,93,10,50,1,1,0.331914894,0.333333333,1
0.79,0.37,0.50,100,500,93,5,35,0,1,0.331914894,0,0.666666667
0.79,0.37,0.50,700,350,93,5,20,0.666666667,0.666666667,0.331914894,0,0.333333333
0.81,0.36,0.50,400,350,93,5,20,0.333333333,0.666666667,0.331914894,0,0.333333333
0.75,0.38,0.50,700,350,249,5,20,0.666666667,0.666666667,0.995744681,0,0.333333333
0.79,0.37,0.50,400,50,93,5,35,0.333333333,0,0.331914894,0,0.666666667
0.82,0.36,0.50,100,350,93,5,35,0,0.666666667,0.331914894,0,0.666666667
0.75,0.38,0.50,1000,50,171,5,50,1,0,0.663829787,0,1
0.75,0.38,0.50,1000,350,249,5,20,1,0.666666667,0.995744681,0,0.333333333
0.76,0.37,0.50,1000,200,249,5,35,1,0.333333333,0.995744681,0,0.666666667
0.79,0.37,0.50,100,350,249,5,35,0,0.666666667,0.995744681,0,0.666666667
0.76,0.37,0.50,400,350,249,5,20,0.333333333,0.666666667,0.995744681,0,0.333333333
0.87,0.35,0.50,1000,350,93,10,50,1,0.666666667,0.331914894,0.333333333,1
0.76,0.37,0.50,1000,200,171,5,20,1,0.333333333,0.663829787,0,0.333333333
0.77,0.37,0.50,400,200,171,5,20,0.333333333,0.333333333,0.663829787,0,0.333333333
0.85,0.35,0.49,700,500,15,10,50,0.666666667,1,0,0.333333333,1
0.79,0.36,0.49,100,500,171,5,20,0,1,0.663829787,0,0.333333333
0.84,0.35,0.49,1000,500,15,5,20,1,1,0,0,0.333333333
0.84,0.35,0.49,1000,500,171,10,50,1,1,0.663829787,0.333333333,1
0.79,0.36,0.49,400,50,15,5,20,0.333333333,0,0,0,0.333333333
0.81,0.35,0.49,1000,350,15,5,20,1,0.666666667,0,0,0.333333333
0.77,0.36,0.49,100,200,249,5,50,0,0.333333333,0.995744681,0,1
0.86,0.34,0.49,1000,350,93,10,35,1,0.666666667,0.331914894,0.333333333,0.666666667
0.83,0.35,0.49,400,200,15,5,20,0.333333333,0.333333333,0,0,0.333333333
0.88,0.34,0.49,400,350,93,10,50,0.333333333,0.666666667,0.331914894,0.333333333,1
0.86,0.34,0.49,700,350,93,10,50,0.666666667,0.666666667,0.331914894,0.333333333,1
0.78,0.36,0.49,100,500,249,5,35,0,1,0.995744681,0,0.666666667
0.75,0.36,0.49,700,50,93,5,35,0.666666667,0,0.331914894,0,0.666666667
0.74,0.37,0.49,700,50,171,5,50,0.666666667,0,0.663829787,0,1
0.76,0.36,0.49,700,200,249,5,20,0.666666667,0.333333333,0.995744681,0,0.333333333
0.82,0.35,0.49,700,200,15,5,20,0.666666667,0.333333333,0,0,0.333333333
0.71,0.37,0.49,100,50,93,5,50,0,0,0.331914894,0,1
0.87,0.34,0.49,400,500,171,10,50,0.333333333,1,0.663829787,0.333333333,1
0.83,0.34,0.49,700,350,15,5,20,0.666666667,0.666666667,0,0,0.333333333
0.86,0.34,0.48,700,500,93,10,35,0.666666667,1,0.331914894,0.333333333,0.666666667
0.83,0.34,0.48,1000,50,15,10,35,1,0,0,0.333333333,0.666666667
0.83,0.34,0.48,1000,500,15,5,35,1,1,0,0,0.666666667
0.88,0.33,0.48,1000,500,15,10,50,1,1,0,0.333333333,1
0.76,0.35,0.48,1000,50,171,5,35,1,0,0.663829787,0,0.666666667
0.74,0.36,0.48,1000,200,249,5,20,1,0.333333333,0.995744681,0,0.333333333
0.86,0.33,0.48,1000,500,93,10,35,1,1,0.331914894,0.333333333,0.666666667
0.79,0.35,0.48,100,200,15,5,50,0,0.333333333,0,0,1
0.84,0.34,0.48,400,350,171,10,50,0.333333333,0.666666667,0.663829787,0.333333333,1
0.85,0.33,0.48,700,500,171,10,50,0.666666667,1,0.663829787,0.333333333,1
0.77,0.35,0.48,100,200,249,5,35,0,0.333333333,0.995744681,0,0.666666667
0.88,0.33,0.48,1000,500,93,15,50,1,1,0.331914894,0.666666667,1
0.77,0.35,0.48,100,350,171,5,20,0,0.666666667,0.663829787,0,0.333333333
0.83,0.34,0.48,1000,350,171,10,50,1,0.666666667,0.663829787,0.333333333,1
0.82,0.33,0.48,400,500,249,10,50,0.333333333,1,0.995744681,0.333333333,1
0.87,0.33,0.47,1000,200,15,10,50,1,0.333333333,0,0.333333333,1
0.84,0.33,0.47,700,350,171,10,50,0.666666667,0.666666667,0.663829787,0.333333333,1
0.75,0.35,0.47,100,200,171,5,20,0,0.333333333,0.663829787,0,0.333333333
0.79,0.34,0.47,400,500,15,5,20,0.333333333,1,0,0,0.333333333
0.88,0.32,0.47,1000,350,15,10,50,1,0.666666667,0,0.333333333,1
0.83,0.33,0.47,1000,350,249,10,50,1,0.666666667,0.995744681,0.333333333,1
0.80,0.33,0.47,400,350,15,5,20,0.333333333,0.666666667,0,0,0.333333333
0.83,0.33,0.47,400,350,249,10,50,0.333333333,0.666666667,0.995744681,0.333333333,1
0.83,0.33,0.47,1000,200,171,10,50,1,0.333333333,0.663829787,0.333333333,1
0.84,0.33,0.47,700,500,249,10,50,0.666666667,1,0.995744681,0.333333333,1
0.77,0.34,0.47,100,350,249,5,20,0,0.666666667,0.995744681,0,0.333333333
0.84,0.33,0.47,700,500,171,10,35,0.666666667,1,0.663829787,0.333333333,0.666666667
0.81,0.33,0.47,100,200,93,5,20,0,0.333333333,0.331914894,0,0.333333333
0.76,0.34,0.47,1000,50,93,5,20,1,0,0.331914894,0,0.333333333
0.77,0.34,0.47,100,350,93,5,20,0,0.666666667,0.331914894,0,0.333333333
0.76,0.34,0.47,100,200,249,5,20,0,0.333333333,0.995744681,0,0.333333333
0.73,0.34,0.47,700,50,171,5,35,0.666666667,0,0.663829787,0,0.666666667
0.84,0.32,0.47,700,350,171,10,35,0.666666667,0.666666667,0.663829787,0.333333333,0.666666667
0.77,0.34,0.47,100,500,93,5,20,0,1,0.331914894,0,0.333333333
0.82,0.33,0.47,100,350,15,5,50,0,0.666666667,0,0,1
0.84,0.32,0.47,700,350,93,10,35,0.666666667,0.666666667,0.331914894,0.333333333,0.666666667
0.82,0.32,0.47,700,350,249,10,50,0.666666667,0.666666667,0.995744681,0.333333333,1
0.86,0.32,0.47,1000,200,93,10,50,1,0.333333333,0.331914894,0.333333333,1
0.85,0.32,0.46,1000,200,93,10,35,1,0.333333333,0.331914894,0.333333333,0.666666667
0.89,0.31,0.46,1000,350,93,15,50,1,0.666666667,0.331914894,0.666666667,1
0.84,0.32,0.46,1000,500,249,10,50,1,1,0.995744681,0.333333333,1
0.83,0.32,0.46,1000,350,171,10,35,1,0.666666667,0.663829787,0.333333333,0.666666667
0.86,0.32,0.46,400,200,93,10,50,0.333333333,0.333333333,0.331914894,0.333333333,1
0.79,0.33,0.46,1000,50,15,5,20,1,0,0,0,0.333333333
0.74,0.33,0.46,400,200,249,5,20,0.333333333,0.333333333,0.995744681,0,0.333333333
0.84,0.32,0.46,700,200,171,10,50,0.666666667,0.333333333,0.663829787,0.333333333,1
0.87,0.31,0.46,700,50,15,10,35,0.666666667,0,0,0.333333333,0.666666667
0.78,0.33,0.46,100,50,93,5,35,0,0,0.331914894,0,0.666666667
0.84,0.31,0.46,400,500,93,10,35,0.333333333,1,0.331914894,0.333333333,0.666666667
0.83,0.32,0.46,1000,50,93,10,50,1,0,0.331914894,0.333333333,1
0.70,0.34,0.46,400,500,93,5,5,0.333333333,1,0.331914894,0,0
0.78,0.32,0.46,100,500,249,5,20,0,1,0.995744681,0,0.333333333
0.83,0.32,0.46,1000,200,249,10,50,1,0.333333333,0.995744681,0.333333333,1
0.83,0.32,0.46,400,500,171,10,35,0.333333333,1,0.663829787,0.333333333,0.666666667
0.78,0.32,0.46,100,50,15,5,35,0,0,0,0,0.666666667
0.88,0.31,0.46,1000,200,93,15,50,1,0.333333333,0.331914894,0.666666667,1
0.86,0.31,0.45,700,350,15,10,50,0.666666667,0.666666667,0,0.333333333,1
0.84,0.31,0.45,1000,500,249,10,35,1,1,0.995744681,0.333333333,0.666666667
0.75,0.32,0.45,400,50,93,5,20,0.333333333,0,0.331914894,0,0.333333333
0.79,0.32,0.45,400,500,15,5,35,0.333333333,1,0,0,0.666666667
0.75,0.32,0.45,700,50,93,5,20,0.666666667,0,0.331914894,0,0.333333333
0.87,0.31,0.45,700,500,249,15,50,0.666666667,1,0.995744681,0.666666667,1
0.72,0.33,0.45,400,50,171,5,35,0.333333333,0,0.663829787,0,0.666666667
0.69,0.34,0.45,1000,50,249,5,50,1,0,0.995744681,0,1
0.83,0.31,0.45,1000,200,171,10,35,1,0.333333333,0.663829787,0.333333333,0.666666667
0.78,0.32,0.45,100,50,15,5,20,0,0,0,0,0.333333333
0.84,0.31,0.45,400,200,93,10,35,0.333333333,0.333333333,0.331914894,0.333333333,0.666666667
0.83,0.31,0.45,1000,500,171,10,35,1,1,0.663829787,0.333333333,0.666666667
0.88,0.30,0.45,1000,500,171,15,50,1,1,0.663829787,0.666666667,1
0.87,0.30,0.45,400,500,93,10,50,0.333333333,1,0.331914894,0.333333333,1
0.83,0.31,0.45,700,350,249,10,35,0.666666667,0.666666667,0.995744681,0.333333333,0.666666667
0.83,0.31,0.45,700,200,93,10,35,0.666666667,0.333333333,0.331914894,0.333333333,0.666666667
0.89,0.30,0.45,700,350,93,15,50,0.666666667,0.666666667,0.331914894,0.666666667,1
0.69,0.33,0.45,700,50,249,5,50,0.666666667,0,0.995744681,0,1
0.87,0.30,0.44,1000,500,249,15,50,1,1,0.995744681,0.666666667,1
0.75,0.32,0.44,400,350,15,5,5,0.333333333,0.666666667,0,0,0
0.82,0.31,0.44,700,200,249,10,50,0.666666667,0.333333333,0.995744681,0.333333333,1
0.84,0.30,0.44,400,350,93,10,35,0.333333333,0.666666667,0.331914894,0.333333333,0.666666667
0.82,0.30,0.44,100,200,15,5,35,0,0.333333333,0,0,0.666666667
0.82,0.30,0.44,400,200,171,10,50,0.333333333,0.333333333,0.663829787,0.333333333,1
0.72,0.32,0.44,400,50,171,5,50,0.333333333,0,0.663829787,0,1
0.71,0.32,0.44,700,350,249,5,5,0.666666667,0.666666667,0.995744681,0,0
0.84,0.30,0.44,700,500,249,10,35,0.666666667,1,0.995744681,0.333333333,0.666666667
0.85,0.30,0.44,1000,350,249,15,50,1,0.666666667,0.995744681,0.666666667,1
0.82,0.30,0.44,1000,350,249,10,35,1,0.666666667,0.995744681,0.333333333,0.666666667
0.82,0.30,0.44,1000,350,93,10,20,1,0.666666667,0.331914894,0.333333333,0.333333333
0.71,0.32,0.44,1000,50,249,5,35,1,0,0.995744681,0,0.666666667
0.83,0.30,0.44,400,350,249,10,35,0.333333333,0.666666667,0.995744681,0.333333333,0.666666667
0.72,0.31,0.44,700,500,93,5,5,0.666666667,1,0.331914894,0,0
0.85,0.29,0.44,400,200,15,10,50,0.333333333,0.333333333,0,0.333333333,1
0.89,0.29,0.44,700,200,15,10,35,0.666666667,0.333333333,0,0.333333333,0.666666667
0.87,0.29,0.44,1000,50,15,15,50,1,0,0,0.666666667,1
0.84,0.29,0.44,700,350,249,15,50,0.666666667,0.666666667,0.995744681,0.666666667,1
0.82,0.30,0.44,700,200,171,10,35,0.666666667,0.333333333,0.663829787,0.333333333,0.666666667
0.71,0.31,0.43,400,350,171,5,5,0.333333333,0.666666667,0.663829787,0,0
0.72,0.31,0.43,700,350,93,5,5,0.666666667,0.666666667,0.331914894,0,0
0.72,0.31,0.43,1000,500,93,5,5,1,1,0.331914894,0,0
0.81,0.30,0.43,1000,200,93,10,20,1,0.333333333,0.331914894,0.333333333,0.333333333
0.83,0.29,0.43,1000,500,93,10,20,1,1,0.331914894,0.333333333,0.333333333
0.71,0.31,0.43,1000,500,171,5,5,1,1,0.663829787,0,0
0.81,0.30,0.43,1000,200,249,10,35,1,0.333333333,0.995744681,0.333333333,0.666666667
0.81,0.30,0.43,700,200,249,10,35,0.666666667,0.333333333,0.995744681,0.333333333,0.666666667
