Precision,Recall,F1 Score,Number of examples,Margin,Clauses,Specificity,Accumulation,Number of Examples norm,Margin norm,Clauses norm,Specificity norm,Accumulation norm
0.76,0.15,0.24,1000,500,171,15,5,1,1,0.663829787,0.666666667,0
0.76,0.15,0.24,1000,500,249,15,5,1,1,0.995744681,0.666666667,0
0.87,0.14,0.24,1000,500,15,20,20,1,1,0,1,0.333333333
0.75,0.15,0.24,1000,350,171,15,5,1,0.666666667,0.663829787,0.666666667,0
0.75,0.15,0.24,700,50,171,15,20,0.666666667,0,0.663829787,0.666666667,0.333333333
0.73,0.15,0.24,1000,200,171,10,5,1,0.333333333,0.663829787,0.333333333,0
0.74,0.14,0.24,400,350,15,10,5,0.333333333,0.666666667,0,0.333333333,0
0.69,0.15,0.24,400,50,249,10,20,0.333333333,0,0.995744681,0.333333333,0.333333333
0.79,0.14,0.24,100,350,15,10,20,0,0.666666667,0,0.333333333,0.333333333
0.88,0.14,0.24,1000,350,15,20,20,1,0.666666667,0,1,0.333333333
0.79,0.14,0.24,400,50,171,15,20,0.333333333,0,0.663829787,0.666666667,0.333333333
0.88,0.14,0.24,400,200,15,20,35,0.333333333,0.333333333,0,1,0.666666667
0.83,0.14,0.24,400,50,15,20,20,0.333333333,0,0,1,0.333333333
0.77,0.14,0.24,400,500,15,10,5,0.333333333,1,0,0.333333333,0
0.75,0.14,0.24,400,50,249,20,35,0.333333333,0,0.995744681,1,0.666666667
0.76,0.14,0.24,700,500,171,15,5,0.666666667,1,0.663829787,0.666666667,0
0.83,0.14,0.24,700,200,15,20,20,0.666666667,0.333333333,0,1,0.333333333
0.70,0.14,0.24,700,200,249,10,5,0.666666667,0.333333333,0.995744681,0.333333333,0
0.62,0.14,0.24,400,50,171,5,5,0.333333333,0,0.663829787,0,0
0.77,0.14,0.23,700,50,15,15,20,0.666666667,0,0,0.666666667,0.333333333
0.74,0.14,0.23,400,50,249,15,20,0.333333333,0,0.995744681,0.666666667,0.333333333
0.76,0.14,0.23,100,350,93,15,35,0,0.666666667,0.331914894,0.666666667,0.666666667
0.83,0.14,0.23,100,500,249,20,50,0,1,0.995744681,1,1
0.87,0.13,0.23,1000,500,15,20,35,1,1,0,1,0.666666667
0.86,0.13,0.23,400,350,15,20,35,0.333333333,0.666666667,0,1,0.666666667
0.63,0.14,0.23,1000,50,171,5,5,1,0,0.663829787,0,0
0.76,0.14,0.23,700,200,93,15,5,0.666666667,0.333333333,0.331914894,0.666666667,0
0.78,0.14,0.23,1000,500,93,15,5,1,1,0.331914894,0.666666667,0
0.78,0.14,0.23,400,50,93,20,20,0.333333333,0,0.331914894,1,0.333333333
0.79,0.13,0.23,100,350,15,10,35,0,0.666666667,0,0.333333333,0.666666667
0.72,0.14,0.23,400,200,171,10,5,0.333333333,0.333333333,0.663829787,0.333333333,0
0.74,0.13,0.23,1000,200,93,15,5,1,0.333333333,0.331914894,0.666666667,0
0.69,0.14,0.23,100,50,249,10,35,0,0,0.995744681,0.333333333,0.666666667
0.78,0.13,0.23,700,350,93,15,5,0.666666667,0.666666667,0.331914894,0.666666667,0
0.89,0.13,0.23,400,500,15,20,35,0.333333333,1,0,1,0.666666667
0.78,0.13,0.22,100,500,93,15,35,0,1,0.331914894,0.666666667,0.666666667
0.81,0.13,0.22,100,200,93,20,50,0,0.333333333,0.331914894,1,1
0.71,0.13,0.22,700,50,249,15,20,0.666666667,0,0.995744681,0.666666667,0.333333333
0.80,0.13,0.22,100,50,15,15,50,0,0,0,0.666666667,1
0.76,0.13,0.22,700,350,249,15,5,0.666666667,0.666666667,0.995744681,0.666666667,0
0.79,0.13,0.22,1000,350,93,20,5,1,0.666666667,0.331914894,1,0
0.84,0.13,0.22,100,500,93,20,50,0,1,0.331914894,1,1
0.80,0.13,0.22,1000,50,15,20,20,1,0,0,1,0.333333333
0.77,0.13,0.22,100,50,171,15,50,0,0,0.663829787,0.666666667,1
0.70,0.13,0.22,400,200,249,10,5,0.333333333,0.333333333,0.995744681,0.333333333,0
0.70,0.13,0.22,700,50,15,10,5,0.666666667,0,0,0.333333333,0
0.63,0.13,0.22,100,50,93,5,5,0,0,0.331914894,0,0
0.72,0.13,0.22,100,50,249,15,50,0,0,0.995744681,0.666666667,1
0.69,0.13,0.22,1000,50,249,15,20,1,0,0.995744681,0.666666667,0.333333333
0.82,0.13,0.22,400,500,15,15,20,0.333333333,1,0,0.666666667,0.333333333
0.80,0.13,0.22,400,200,15,20,20,0.333333333,0.333333333,0,1,0.333333333
0.76,0.13,0.22,400,500,171,15,5,0.333333333,1,0.663829787,0.666666667,0
0.77,0.13,0.22,1000,500,171,20,5,1,1,0.663829787,1,0
0.78,0.13,0.22,700,500,93,15,5,0.666666667,1,0.331914894,0.666666667,0
0.80,0.12,0.22,100,500,171,20,50,0,1,0.663829787,1,1
0.71,0.13,0.21,100,200,15,15,35,0,0.333333333,0,0.666666667,0.666666667
0.78,0.12,0.21,400,50,249,20,20,0.333333333,0,0.995744681,1,0.333333333
0.61,0.13,0.21,700,50,171,5,5,0.666666667,0,0.663829787,0,0
0.74,0.12,0.21,1000,350,249,15,5,1,0.666666667,0.995744681,0.666666667,0
0.82,0.12,0.21,400,350,15,15,20,0.333333333,0.666666667,0,0.666666667,0.333333333
0.81,0.12,0.21,100,500,249,20,35,0,1,0.995744681,1,0.666666667
0.83,0.12,0.21,700,350,15,20,20,0.666666667,0.666666667,0,1,0.333333333
0.73,0.12,0.21,1000,200,171,15,5,1,0.333333333,0.663829787,0.666666667,0
0.69,0.12,0.21,100,50,171,10,20,0,0,0.663829787,0.333333333,0.333333333
0.83,0.12,0.21,100,350,15,15,50,0,0.666666667,0,0.666666667,1
0.81,0.12,0.21,100,350,171,20,35,0,0.666666667,0.663829787,1,0.666666667
0.76,0.12,0.21,700,350,171,15,5,0.666666667,0.666666667,0.663829787,0.666666667,0
0.78,0.12,0.21,1000,500,249,20,5,1,1,0.995744681,1,0
0.75,0.12,0.21,400,500,249,15,5,0.333333333,1,0.995744681,0.666666667,0
0.82,0.12,0.21,100,200,249,20,35,0,0.333333333,0.995744681,1,0.666666667
0.81,0.12,0.21,100,500,171,15,20,0,1,0.663829787,0.666666667,0.333333333
0.86,0.12,0.21,700,500,15,20,20,0.666666667,1,0,1,0.333333333
0.72,0.12,0.21,1000,50,249,20,20,1,0,0.995744681,1,0.333333333
0.79,0.12,0.21,100,200,15,15,50,0,0.333333333,0,0.666666667,1
0.74,0.12,0.21,100,50,93,20,35,0,0,0.331914894,1,0.666666667
0.78,0.12,0.20,400,50,171,20,20,0.333333333,0,0.663829787,1,0.333333333
0.82,0.12,0.20,100,350,93,20,50,0,0.666666667,0.331914894,1,1
0.77,0.12,0.20,100,50,171,20,50,0,0,0.663829787,1,1
0.77,0.12,0.20,400,500,93,15,5,0.333333333,1,0.331914894,0.666666667,0
0.78,0.12,0.20,100,350,171,15,20,0,0.666666667,0.663829787,0.666666667,0.333333333
0.75,0.12,0.20,400,350,249,15,5,0.333333333,0.666666667,0.995744681,0.666666667,0
0.75,0.12,0.20,1000,500,15,15,5,1,1,0,0.666666667,0
0.75,0.12,0.20,100,50,171,15,35,0,0,0.663829787,0.666666667,0.666666667
0.80,0.12,0.20,100,350,93,15,20,0,0.666666667,0.331914894,0.666666667,0.333333333
0.76,0.12,0.20,700,500,249,20,5,0.666666667,1,0.995744681,1,0
0.78,0.11,0.20,100,200,171,20,35,0,0.333333333,0.663829787,1,0.666666667
0.84,0.11,0.20,100,500,15,15,50,0,1,0,0.666666667,1
0.76,0.11,0.20,700,50,249,20,20,0.666666667,0,0.995744681,1,0.333333333
0.76,0.11,0.20,1000,200,15,20,5,1,0.333333333,0,1,0
0.74,0.11,0.20,100,50,249,20,50,0,0,0.995744681,1,1
0.79,0.11,0.20,1000,200,93,20,5,1,0.333333333,0.331914894,1,0
0.77,0.11,0.20,100,50,249,15,35,0,0,0.995744681,0.666666667,0.666666667
0.71,0.11,0.20,700,200,171,15,5,0.666666667,0.333333333,0.663829787,0.666666667,0
0.79,0.11,0.20,1000,500,93,20,5,1,1,0.331914894,1,0
0.79,0.11,0.20,100,350,249,20,35,0,0.666666667,0.995744681,1,0.666666667
0.72,0.11,0.19,700,200,249,15,5,0.666666667,0.333333333,0.995744681,0.666666667,0
0.77,0.11,0.19,100,350,249,15,20,0,0.666666667,0.995744681,0.666666667,0.333333333
0.77,0.11,0.19,1000,350,249,20,5,1,0.666666667,0.995744681,1,0
0.83,0.11,0.19,100,350,15,15,35,0,0.666666667,0,0.666666667,0.666666667
0.76,0.11,0.19,100,200,93,20,35,0,0.333333333,0.331914894,1,0.666666667
0.77,0.11,0.19,100,200,171,15,20,0,0.333333333,0.663829787,0.666666667,0.333333333
0.80,0.11,0.19,400,350,15,20,20,0.333333333,0.666666667,0,1,0.333333333
0.77,0.11,0.19,400,350,93,15,5,0.333333333,0.666666667,0.331914894,0.666666667,0
0.74,0.11,0.19,1000,350,15,15,5,1,0.666666667,0,0.666666667,0
0.77,0.11,0.19,100,200,249,15,20,0,0.333333333,0.995744681,0.666666667,0.333333333
0.73,0.11,0.19,400,50,15,10,5,0.333333333,0,0,0.333333333,0
0.74,0.11,0.19,400,200,171,15,5,0.333333333,0.333333333,0.663829787,0.666666667,0
0.83,0.11,0.19,100,200,93,15,20,0,0.333333333,0.331914894,0.666666667,0.333333333
0.61,0.11,0.19,700,50,249,5,5,0.666666667,0,0.995744681,0,0
0.78,0.11,0.19,700,350,93,20,5,0.666666667,0.666666667,0.331914894,1,0
0.77,0.11,0.19,700,500,171,20,5,0.666666667,1,0.663829787,1,0
0.80,0.10,0.18,100,200,15,10,5,0,0.333333333,0,0.333333333,0
0.71,0.11,0.18,1000,200,249,15,5,1,0.333333333,0.995744681,0.666666667,0
0.77,0.10,0.18,100,500,249,15,20,0,1,0.995744681,0.666666667,0.333333333
0.76,0.10,0.18,400,200,93,15,5,0.333333333,0.333333333,0.331914894,0.666666667,0
0.76,0.10,0.18,400,350,171,15,5,0.333333333,0.666666667,0.663829787,0.666666667,0
0.75,0.10,0.18,700,200,15,15,5,0.666666667,0.333333333,0,0.666666667,0
0.77,0.10,0.18,1000,350,171,20,5,1,0.666666667,0.663829787,1,0
0.77,0.10,0.18,700,350,15,15,5,0.666666667,0.666666667,0,0.666666667,0
0.64,0.10,0.18,100,50,171,5,5,0,0,0.663829787,0,0
0.79,0.10,0.18,700,200,93,20,5,0.666666667,0.333333333,0.331914894,1,0
0.77,0.10,0.18,700,350,171,20,5,0.666666667,0.666666667,0.663829787,1,0
0.78,0.10,0.18,100,500,171,20,35,0,1,0.663829787,1,0.666666667
0.82,0.10,0.18,100,500,15,15,35,0,1,0,0.666666667,0.666666667
0.74,0.10,0.18,100,50,249,10,20,0,0,0.995744681,0.333333333,0.333333333
0.64,0.10,0.18,400,50,249,5,5,0.333333333,0,0.995744681,0,0
0.69,0.10,0.18,100,350,171,10,5,0,0.666666667,0.663829787,0.333333333,0
0.69,0.10,0.18,1000,50,15,10,5,1,0,0,0.333333333,0
0.73,0.10,0.18,700,500,15,15,5,0.666666667,1,0,0.666666667,0
0.74,0.10,0.18,700,200,171,20,5,0.666666667,0.333333333,0.663829787,1,0
0.57,0.10,0.17,1000,50,249,5,5,1,0,0.995744681,0,0
0.78,0.10,0.17,700,350,249,20,5,0.666666667,0.666666667,0.995744681,1,0
0.80,0.10,0.17,100,350,93,20,35,0,0.666666667,0.331914894,1,0.666666667
0.79,0.10,0.17,100,200,15,20,50,0,0.333333333,0,1,1
0.69,0.10,0.17,100,500,249,10,5,0,1,0.995744681,0.333333333,0
0.76,0.09,0.17,100,50,171,20,35,0,0,0.663829787,1,0.666666667
0.77,0.09,0.17,700,500,93,20,5,0.666666667,1,0.331914894,1,0
0.80,0.09,0.17,100,350,15,20,50,0,0.666666667,0,1,1
0.84,0.09,0.17,400,500,15,20,20,0.333333333,1,0,1,0.333333333
0.68,0.09,0.17,100,200,171,10,5,0,0.333333333,0.663829787,0.333333333,0
0.81,0.09,0.17,100,200,15,20,35,0,0.333333333,0,1,0.666666667
0.67,0.09,0.16,100,50,15,15,20,0,0,0,0.666666667,0.333333333
0.78,0.09,0.16,1000,350,15,20,5,1,0.666666667,0,1,0
0.84,0.09,0.16,100,200,15,15,20,0,0.333333333,0,0.666666667,0.333333333
0.77,0.09,0.16,1000,200,15,15,5,1,0.333333333,0,0.666666667,0
0.68,0.09,0.16,100,50,249,5,5,0,0,0.995744681,0,0
0.64,0.09,0.16,400,50,93,10,5,0.333333333,0,0.331914894,0.333333333,0
0.75,0.09,0.16,100,50,249,20,35,0,0,0.995744681,1,0.666666667
0.72,0.09,0.16,1000,200,171,20,5,1,0.333333333,0.663829787,1,0
0.72,0.09,0.16,100,200,93,10,5,0,0.333333333,0.331914894,0.333333333,0
0.74,0.09,0.16,1000,200,249,20,5,1,0.333333333,0.995744681,1,0
0.78,0.09,0.16,400,350,15,15,5,0.333333333,0.666666667,0,0.666666667,0
0.80,0.09,0.16,100,500,93,15,20,0,1,0.331914894,0.666666667,0.333333333
0.74,0.09,0.16,400,200,249,15,5,0.333333333,0.333333333,0.995744681,0.666666667,0
0.74,0.09,0.16,100,500,93,10,5,0,1,0.331914894,0.333333333,0
0.88,0.08,0.15,100,500,15,15,20,0,1,0,0.666666667,0.333333333
0.77,0.09,0.15,700,200,15,20,5,0.666666667,0.333333333,0,1,0
0.78,0.08,0.15,400,500,15,15,5,0.333333333,1,0,0.666666667,0
0.76,0.08,0.15,400,350,171,20,5,0.333333333,0.666666667,0.663829787,1,0
0.82,0.08,0.15,100,500,93,20,35,0,1,0.331914894,1,0.666666667
0.76,0.08,0.15,100,500,249,20,20,0,1,0.995744681,1,0.333333333
0.75,0.08,0.15,400,200,15,15,5,0.333333333,0.333333333,0,0.666666667,0
0.75,0.08,0.15,400,500,249,20,5,0.333333333,1,0.995744681,1,0
0.79,0.08,0.15,700,500,15,20,5,0.666666667,1,0,1,0
0.83,0.08,0.15,100,500,15,20,35,0,1,0,1,0.666666667
0.72,0.08,0.15,100,500,171,10,5,0,1,0.663829787,0.333333333,0
0.75,0.08,0.15,100,50,93,15,20,0,0,0.331914894,0.666666667,0.333333333
0.73,0.08,0.15,700,200,249,20,5,0.666666667,0.333333333,0.995744681,1,0
0.78,0.08,0.15,100,350,249,20,20,0,0.666666667,0.995744681,1,0.333333333
0.76,0.08,0.14,100,500,15,10,5,0,1,0,0.333333333,0
0.75,0.08,0.14,100,350,15,10,5,0,0.666666667,0,0.333333333,0
0.73,0.08,0.14,100,200,249,10,5,0,0.333333333,0.995744681,0.333333333,0
0.72,0.08,0.14,100,50,249,15,20,0,0,0.995744681,0.666666667,0.333333333
0.77,0.08,0.14,1000,500,15,20,5,1,1,0,1,0
0.72,0.08,0.14,100,350,249,10,5,0,0.666666667,0.995744681,0.333333333,0
0.76,0.08,0.14,100,50,171,15,20,0,0,0.663829787,0.666666667,0.333333333
0.75,0.08,0.14,400,350,249,20,5,0.333333333,0.666666667,0.995744681,1,0
0.70,0.08,0.14,100,50,15,20,35,0,0,0,1,0.666666667
0.76,0.07,0.14,100,200,249,20,20,0,0.333333333,0.995744681,1,0.333333333
0.79,0.07,0.14,100,350,171,20,20,0,0.666666667,0.663829787,1,0.333333333
0.70,0.08,0.14,700,50,15,15,5,0.666666667,0,0,0.666666667,0
0.75,0.07,0.14,400,50,15,15,5,0.333333333,0,0,0.666666667,0
0.76,0.07,0.13,100,200,171,20,20,0,0.333333333,0.663829787,1,0.333333333
0.59,0.08,0.13,1000,50,93,10,5,1,0,0.331914894,0.333333333,0
0.87,0.07,0.13,100,500,15,20,50,0,1,0,1,1
0.74,0.07,0.13,400,500,93,20,5,0.333333333,1,0.331914894,1,0
0.74,0.07,0.13,400,350,93,20,5,0.333333333,0.666666667,0.331914894,1,0
0.78,0.07,0.13,100,350,15,20,35,0,0.666666667,0,1,0.666666667
0.78,0.07,0.13,100,350,15,15,20,0,0.666666667,0,0.666666667,0.333333333
0.80,0.07,0.13,100,350,93,20,20,0,0.666666667,0.331914894,1,0.333333333
0.75,0.07,0.13,400,500,171,20,5,0.333333333,1,0.663829787,1,0
0.61,0.07,0.13,700,50,93,10,5,0.666666667,0,0.331914894,0.333333333,0
0.75,0.07,0.13,700,350,15,20,5,0.666666667,0.666666667,0,1,0
0.76,0.07,0.13,400,200,93,20,5,0.333333333,0.333333333,0.331914894,1,0
0.74,0.07,0.12,100,200,93,20,20,0,0.333333333,0.331914894,1,0.333333333
0.72,0.07,0.12,100,50,171,20,20,0,0,0.663829787,1,0.333333333
0.67,0.07,0.12,100,350,93,10,5,0,0.666666667,0.331914894,0.333333333,0
0.78,0.07,0.12,400,500,15,20,5,0.333333333,1,0,1,0
0.61,0.07,0.12,1000,50,171,10,5,1,0,0.663829787,0.333333333,0
0.76,0.06,0.12,100,50,93,20,20,0,0,0.331914894,1,0.333333333
0.76,0.06,0.12,400,50,15,20,5,0.333333333,0,0,1,0
0.73,0.06,0.12,400,200,249,20,5,0.333333333,0.333333333,0.995744681,1,0
0.82,0.06,0.12,100,500,93,20,20,0,1,0.331914894,1,0.333333333
0.75,0.06,0.12,400,350,15,20,5,0.333333333,0.666666667,0,1,0
0.79,0.06,0.12,100,500,171,20,20,0,1,0.663829787,1,0.333333333
0.76,0.06,0.12,1000,50,15,20,5,1,0,0,1,0
0.67,0.06,0.11,700,50,15,20,5,0.666666667,0,0,1,0
0.71,0.06,0.11,100,50,15,10,5,0,0,0,0.333333333,0
0.76,0.06,0.11,400,200,171,20,5,0.333333333,0.333333333,0.663829787,1,0
0.80,0.06,0.11,100,500,15,20,20,0,1,0,1,0.333333333
0.53,0.06,0.11,1000,50,249,10,5,1,0,0.995744681,0.333333333,0
0.87,0.06,0.11,100,350,15,20,20,0,0.666666667,0,1,0.333333333
0.75,0.06,0.11,100,200,15,20,20,0,0.333333333,0,1,0.333333333
0.78,0.06,0.10,100,350,93,15,5,0,0.666666667,0.331914894,0.666666667,0
0.70,0.06,0.10,700,50,93,15,5,0.666666667,0,0.331914894,0.666666667,0
0.65,0.06,0.10,100,50,93,10,5,0,0,0.331914894,0.333333333,0
0.66,0.05,0.10,400,50,171,10,5,0.333333333,0,0.663829787,0.333333333,0
0.62,0.05,0.10,700,50,171,10,5,0.666666667,0,0.663829787,0.333333333,0
0.73,0.05,0.10,100,50,249,20,20,0,0,0.995744681,1,0.333333333
0.79,0.05,0.09,400,200,15,20,5,0.333333333,0.333333333,0,1,0
0.62,0.05,0.09,1000,50,93,15,5,1,0,0.331914894,0.666666667,0
0.73,0.05,0.09,100,350,249,15,5,0,0.666666667,0.995744681,0.666666667,0
0.75,0.05,0.09,100,50,15,20,20,0,0,0,1,0.333333333
0.59,0.05,0.09,700,50,249,10,5,0.666666667,0,0.995744681,0.333333333,0
0.71,0.05,0.09,100,200,249,15,5,0,0.333333333,0.995744681,0.666666667,0
0.66,0.05,0.09,1000,50,15,15,5,1,0,0,0.666666667,0
0.69,0.05,0.09,100,200,171,15,5,0,0.333333333,0.663829787,0.666666667,0
0.61,0.05,0.09,400,50,249,10,5,0.333333333,0,0.995744681,0.333333333,0
0.67,0.05,0.08,100,200,15,15,5,0,0.333333333,0,0.666666667,0
0.70,0.04,0.08,400,50,93,15,5,0.333333333,0,0.331914894,0.666666667,0
0.72,0.04,0.08,100,500,171,15,5,0,1,0.663829787,0.666666667,0
0.62,0.04,0.08,1000,50,171,20,5,1,0,0.663829787,1,0
0.78,0.04,0.08,100,500,93,20,5,0,1,0.331914894,1,0
0.64,0.04,0.08,1000,50,93,20,5,1,0,0.331914894,1,0
0.75,0.04,0.08,100,500,15,20,5,0,1,0,1,0
0.52,0.04,0.07,1000,50,249,15,5,1,0,0.995744681,0.666666667,0
0.63,0.04,0.07,700,50,93,20,5,0.666666667,0,0.331914894,1,0
0.65,0.04,0.07,400,50,171,15,5,0.333333333,0,0.663829787,0.666666667,0
0.68,0.04,0.07,100,350,171,15,5,0,0.666666667,0.663829787,0.666666667,0
0.74,0.04,0.07,100,200,93,20,5,0,0.333333333,0.331914894,1,0
0.61,0.04,0.07,700,50,171,15,5,0.666666667,0,0.663829787,0.666666667,0
0.59,0.04,0.07,1000,50,171,15,5,1,0,0.663829787,0.666666667,0
0.76,0.04,0.07,100,500,249,15,5,0,1,0.995744681,0.666666667,0
0.83,0.03,0.07,100,350,15,15,5,0,0.666666667,0,0.666666667,0
0.58,0.03,0.07,1000,50,249,20,5,1,0,0.995744681,1,0
0.62,0.03,0.06,700,50,249,15,5,0.666666667,0,0.995744681,0.666666667,0
0.72,0.03,0.06,100,350,15,20,5,0,0.666666667,0,1,0
0.61,0.03,0.06,700,50,249,20,5,0.666666667,0,0.995744681,1,0
0.65,0.03,0.06,400,50,249,20,5,0.333333333,0,0.995744681,1,0
0.75,0.03,0.06,100,500,249,20,5,0,1,0.995744681,1,0
0.69,0.03,0.06,100,50,249,10,5,0,0,0.995744681,0.333333333,0
0.63,0.03,0.06,700,50,171,20,5,0.666666667,0,0.663829787,1,0
0.73,0.03,0.06,100,200,249,20,5,0,0.333333333,0.995744681,1,0
0.74,0.03,0.06,100,350,249,20,5,0,0.666666667,0.995744681,1,0
0.67,0.03,0.06,100,50,171,10,5,0,0,0.663829787,0.333333333,0
0.75,0.03,0.06,100,500,93,15,5,0,1,0.331914894,0.666666667,0
0.74,0.03,0.06,100,200,93,15,5,0,0.333333333,0.331914894,0.666666667,0
0.77,0.03,0.05,100,500,171,20,5,0,1,0.663829787,1,0
0.62,0.03,0.05,400,50,171,20,5,0.333333333,0,0.663829787,1,0
0.60,0.03,0.05,100,500,15,15,5,0,1,0,0.666666667,0
0.58,0.03,0.05,400,50,249,15,5,0.333333333,0,0.995744681,0.666666667,0
0.71,0.03,0.05,100,50,171,15,5,0,0,0.663829787,0.666666667,0
0.70,0.03,0.05,100,50,249,15,5,0,0,0.995744681,0.666666667,0
0.65,0.03,0.05,400,50,93,20,5,0.333333333,0,0.331914894,1,0
0.70,0.02,0.05,100,350,171,20,5,0,0.666666667,0.663829787,1,0
0.79,0.02,0.04,100,350,93,20,5,0,0.666666667,0.331914894,1,0
0.75,0.02,0.04,100,50,93,15,5,0,0,0.331914894,0.666666667,0
0.68,0.02,0.04,100,50,15,15,5,0,0,0,0.666666667,0
0.68,0.02,0.04,100,200,171,20,5,0,0.333333333,0.663829787,1,0
0.56,0.02,0.03,100,50,15,20,5,0,0,0,1,0
0.72,0.01,0.03,100,50,93,20,5,0,0,0.331914894,1,0
0.66,0.01,0.03,100,50,249,20,5,0,0,0.995744681,1,0
0.65,0.01,0.02,100,200,15,20,5,0,0.333333333,0,1,0
0.68,0.01,0.02,100,50,171,20,5,0,0,0.663829787,1,0
